timestamp_utc;lux
2025-01-01T06:00:00+00:00;1320.5
2025-01-01T07:00:00+00:00;1983.3
2025-01-01T08:00:00+00:00;2324.4
2025-01-01T09:00:00+00:00;13459.3
2025-01-01T10:00:00+00:00;14570.5
2025-01-01T11:00:00+00:00;14655.5
2025-01-01T12:00:00+00:00;13443.1
2025-01-01T13:00:00+00:00;10390.2
2025-01-01T14:00:00+00:00;4146.9
2025-01-01T15:00:00+00:00;1262.5
2025-01-11T06:00:00+00:00;1338.4
2025-01-11T07:00:00+00:00;1992.0
2025-01-11T08:00:00+00:00;2347.2
2025-01-11T09:00:00+00:00;13830.3
2025-01-11T10:00:00+00:00;15067.3
2025-01-11T11:00:00+00:00;15148.7
2025-01-11T12:00:00+00:00;14021.6
2025-01-11T13:00:00+00:00;11389.7
2025-01-11T14:00:00+00:00;5116.2
2025-01-11T15:00:00+00:00;1464.9
2025-01-21T06:00:00+00:00;1416.6
2025-01-21T07:00:00+00:00;2055.8
2025-01-21T08:00:00+00:00;5908.9
2025-01-21T09:00:00+00:00;14466.1
2025-01-21T10:00:00+00:00;15814.3
2025-01-21T11:00:00+00:00;15960.9
2025-01-21T12:00:00+00:00;14814.4
2025-01-21T13:00:00+00:00;12269.2
2025-01-21T14:00:00+00:00;6473.7
2025-01-21T15:00:00+00:00;1640.8
2025-01-31T06:00:00+00:00;1539.8
2025-01-31T07:00:00+00:00;6305.2
2025-01-31T08:00:00+00:00;12611.2
2025-01-31T09:00:00+00:00;15358.1
2025-01-31T10:00:00+00:00;16747.1
2025-01-31T11:00:00+00:00;16916.5
2025-01-31T12:00:00+00:00;15821.0
2025-01-31T13:00:00+00:00;13423.8
2025-01-31T14:00:00+00:00;8338.1
2025-01-31T15:00:00+00:00;1775.0
2025-02-01T06:00:00+00:00;1550.2
2025-02-01T07:00:00+00:00;6429.8
2025-02-01T08:00:00+00:00;12659.2
2025-02-01T09:00:00+00:00;15396.3
2025-02-01T10:00:00+00:00;16928.9
2025-02-01T11:00:00+00:00;17046.7
2025-02-01T12:00:00+00:00;15886.5
2025-02-01T13:00:00+00:00;13370.7
2025-02-01T14:00:00+00:00;8499.7
2025-02-01T15:00:00+00:00;1788.0
2025-02-10T06:00:00+00:00;1712.7
2025-02-10T07:00:00+00:00;8037.8
2025-02-10T08:00:00+00:00;13626.6
2025-02-10T09:00:00+00:00;16536.4
2025-02-10T10:00:00+00:00;17780.8
2025-02-10T11:00:00+00:00;18150.1
2025-02-10T12:00:00+00:00;17003.9
2025-02-10T13:00:00+00:00;14439.8
2025-02-10T14:00:00+00:00;10648.9
2025-02-10T15:00:00+00:00;3283.6
2025-02-19T06:00:00+00:00;1833.2
2025-02-19T07:00:00+00:00;10201.6
2025-02-19T08:00:00+00:00;14662.9
2025-02-19T09:00:00+00:00;17461.7
2025-02-19T10:00:00+00:00;18978.5
2025-02-19T11:00:00+00:00;19283.1
2025-02-19T12:00:00+00:00;17920.1
2025-02-19T13:00:00+00:00;15599.3
2025-02-19T14:00:00+00:00;11936.1
2025-02-19T15:00:00+00:00;4373.9
2025-02-19T16:00:00+00:00;1041.9
2025-02-28T05:00:00+00:00;723.8
2025-02-28T06:00:00+00:00;3868.0
2025-02-28T07:00:00+00:00;11881.4
2025-02-28T08:00:00+00:00;15736.1
2025-02-28T09:00:00+00:00;18735.4
2025-02-28T10:00:00+00:00;20218.2
2025-02-28T11:00:00+00:00;20287.4
2025-02-28T12:00:00+00:00;19053.7
2025-02-28T13:00:00+00:00;16506.3
2025-02-28T14:00:00+00:00;12850.6
2025-02-28T15:00:00+00:00;5710.8
2025-02-28T16:00:00+00:00;1353.7
2025-03-01T05:00:00+00:00;790.7
2025-03-01T06:00:00+00:00;4104.1
2025-03-01T07:00:00+00:00;12016.9
2025-03-01T08:00:00+00:00;15879.9
2025-03-01T09:00:00+00:00;18737.2
2025-03-01T10:00:00+00:00;20318.3
2025-03-01T11:00:00+00:00;20321.1
2025-03-01T12:00:00+00:00;19284.9
2025-03-01T13:00:00+00:00;16636.0
2025-03-01T14:00:00+00:00;12944.1
2025-03-01T15:00:00+00:00;5824.0
2025-03-01T16:00:00+00:00;1375.7
2025-03-11T05:00:00+00:00;1372.6
2025-03-11T06:00:00+00:00;6015.8
2025-03-11T07:00:00+00:00;13338.5
2025-03-11T08:00:00+00:00;17273.3
2025-03-11T09:00:00+00:00;20099.7
2025-03-11T10:00:00+00:00;21655.9
2025-03-11T11:00:00+00:00;21647.9
2025-03-11T12:00:00+00:00;20374.6
2025-03-11T13:00:00+00:00;17750.5
2025-03-11T14:00:00+00:00;14175.3
2025-03-11T15:00:00+00:00;3197.5
2025-03-11T16:00:00+00:00;1573.0
2025-03-21T05:00:00+00:00;1665.7
2025-03-21T06:00:00+00:00;8548.2
2025-03-21T07:00:00+00:00;14790.7
2025-03-21T08:00:00+00:00;18632.8
2025-03-21T09:00:00+00:00;21247.7
2025-03-21T10:00:00+00:00;22726.0
2025-03-21T11:00:00+00:00;22791.9
2025-03-21T12:00:00+00:00;21333.9
2025-03-21T13:00:00+00:00;18714.6
2025-03-21T14:00:00+00:00;14926.1
2025-03-21T15:00:00+00:00;2199.2
2025-03-21T16:00:00+00:00;1697.3
2025-03-31T05:00:00+00:00;1851.4
2025-03-31T06:00:00+00:00;11381.3
2025-03-31T07:00:00+00:00;16000.4
2025-03-31T08:00:00+00:00;19869.1
2025-03-31T09:00:00+00:00;22448.4
2025-03-31T10:00:00+00:00;23976.8
2025-03-31T11:00:00+00:00;23855.3
2025-03-31T12:00:00+00:00;22256.4
2025-03-31T13:00:00+00:00;19609.1
2025-03-31T14:00:00+00:00;15862.4
2025-03-31T15:00:00+00:00;2253.6
2025-03-31T16:00:00+00:00;1780.7
2025-04-01T05:00:00+00:00;1871.0
2025-04-01T06:00:00+00:00;11531.8
2025-04-01T07:00:00+00:00;16190.6
2025-04-01T08:00:00+00:00;19874.5
2025-04-01T09:00:00+00:00;22451.4
2025-04-01T10:00:00+00:00;24069.3
2025-04-01T11:00:00+00:00;24012.5
2025-04-01T12:00:00+00:00;22399.1
2025-04-01T13:00:00+00:00;19708.9
2025-04-01T14:00:00+00:00;15848.4
2025-04-01T15:00:00+00:00;2284.7
2025-04-01T16:00:00+00:00;1786.0
2025-04-11T04:00:00+00:00;887.6
2025-04-11T05:00:00+00:00;4487.7
2025-04-11T06:00:00+00:00;12746.7
2025-04-11T07:00:00+00:00;17479.6
2025-04-11T08:00:00+00:00;20932.3
2025-04-11T09:00:00+00:00;23674.8
2025-04-11T10:00:00+00:00;24905.7
2025-04-11T11:00:00+00:00;24810.6
2025-04-11T12:00:00+00:00;23483.7
2025-04-11T13:00:00+00:00;20425.0
2025-04-11T14:00:00+00:00;16558.2
2025-04-11T15:00:00+00:00;2279.1
2025-04-11T16:00:00+00:00;1835.7
2025-04-20T04:00:00+00:00;1355.9
2025-04-20T05:00:00+00:00;6026.8
2025-04-20T06:00:00+00:00;13763.0
2025-04-20T07:00:00+00:00;18176.1
2025-04-20T08:00:00+00:00;21885.0
2025-04-20T09:00:00+00:00;24397.2
2025-04-20T10:00:00+00:00;25800.5
2025-04-20T11:00:00+00:00;16342.9
2025-04-20T12:00:00+00:00;23887.7
2025-04-20T13:00:00+00:00;21131.7
2025-04-20T14:00:00+00:00;17138.4
2025-04-20T15:00:00+00:00;12521.8
2025-04-20T16:00:00+00:00;1902.5
2025-04-20T17:00:00+00:00;882.7
2025-04-30T04:00:00+00:00;1618.4
2025-04-30T05:00:00+00:00;7865.5
2025-04-30T06:00:00+00:00;14591.8
2025-04-30T07:00:00+00:00;18964.1
2025-04-30T08:00:00+00:00;22733.3
2025-04-30T09:00:00+00:00;25165.0
2025-04-30T10:00:00+00:00;26356.9
2025-04-30T11:00:00+00:00;26128.2
2025-04-30T12:00:00+00:00;24507.3
2025-04-30T13:00:00+00:00;21585.2
2025-04-30T14:00:00+00:00;17766.9
2025-04-30T15:00:00+00:00;13207.6
2025-04-30T16:00:00+00:00;1931.8
2025-04-30T17:00:00+00:00;1231.0
2025-05-01T04:00:00+00:00;1634.3
2025-05-01T05:00:00+00:00;7980.2
2025-05-01T06:00:00+00:00;14856.5
2025-05-01T07:00:00+00:00;19124.2
2025-05-01T08:00:00+00:00;22746.6
2025-05-01T09:00:00+00:00;25151.5
2025-05-01T10:00:00+00:00;26346.4
2025-05-01T11:00:00+00:00;26087.8
2025-05-01T12:00:00+00:00;24460.9
2025-05-01T13:00:00+00:00;21669.8
2025-05-01T14:00:00+00:00;17896.6
2025-05-01T15:00:00+00:00;13250.5
2025-05-01T16:00:00+00:00;1933.9
2025-05-01T17:00:00+00:00;1253.7
2025-05-11T04:00:00+00:00;1771.1
2025-05-11T05:00:00+00:00;9684.1
2025-05-11T06:00:00+00:00;15532.3
2025-05-11T07:00:00+00:00;19783.6
2025-05-11T08:00:00+00:00;23363.3
2025-05-11T09:00:00+00:00;25816.5
2025-05-11T10:00:00+00:00;26889.7
2025-05-11T11:00:00+00:00;26494.6
2025-05-11T12:00:00+00:00;25096.2
2025-05-11T13:00:00+00:00;22162.3
2025-05-11T14:00:00+00:00;18481.8
2025-05-11T15:00:00+00:00;13905.0
2025-05-11T16:00:00+00:00;1982.5
2025-05-11T17:00:00+00:00;1456.0
2025-05-21T04:00:00+00:00;2931.8
2025-05-21T05:00:00+00:00;10866.2
2025-05-21T06:00:00+00:00;15983.6
2025-05-21T07:00:00+00:00;20136.5
2025-05-21T08:00:00+00:00;23714.5
2025-05-21T09:00:00+00:00;26028.8
2025-05-21T10:00:00+00:00;27213.7
2025-05-21T11:00:00+00:00;26887.6
2025-05-21T12:00:00+00:00;25375.0
2025-05-21T13:00:00+00:00;22756.8
2025-05-21T14:00:00+00:00;18769.1
2025-05-21T15:00:00+00:00;14453.7
2025-05-21T16:00:00+00:00;2077.8
2025-05-21T17:00:00+00:00;1569.1
2025-05-31T04:00:00+00:00;3186.1
2025-05-31T05:00:00+00:00;11409.3
2025-05-31T06:00:00+00:00;16232.9
2025-05-31T07:00:00+00:00;20325.0
2025-05-31T08:00:00+00:00;24030.9
2025-05-31T09:00:00+00:00;26294.2
