timestamp_utc;lux
2025-01-01T06:00:00+00:00;1288.0
2025-01-01T07:00:00+00:00;1902.0
2025-01-01T08:00:00+00:00;10816.4
2025-01-01T09:00:00+00:00;13373.0
2025-01-01T10:00:00+00:00;14709.9
2025-01-01T11:00:00+00:00;2344.8
2025-01-01T12:00:00+00:00;2225.0
2025-01-01T13:00:00+00:00;2120.5
2025-01-01T14:00:00+00:00;3466.4
2025-01-01T15:00:00+00:00;1186.5
2025-01-11T06:00:00+00:00;1307.0
2025-01-11T07:00:00+00:00;1921.4
2025-01-11T08:00:00+00:00;11184.7
2025-01-11T09:00:00+00:00;13740.4
2025-01-11T10:00:00+00:00;14964.9
2025-01-11T11:00:00+00:00;2414.3
2025-01-11T12:00:00+00:00;2250.7
2025-01-11T13:00:00+00:00;2153.1
2025-01-11T14:00:00+00:00;4804.3
2025-01-11T15:00:00+00:00;1372.3
2025-01-21T06:00:00+00:00;1391.2
2025-01-21T07:00:00+00:00;1928.0
2025-01-21T08:00:00+00:00;11698.6
2025-01-21T09:00:00+00:00;14418.0
2025-01-21T10:00:00+00:00;15705.5
2025-01-21T11:00:00+00:00;3098.2
2025-01-21T12:00:00+00:00;2277.9
2025-01-21T13:00:00+00:00;2187.2
2025-01-21T14:00:00+00:00;6308.6
2025-01-21T15:00:00+00:00;1524.8
2025-01-31T06:00:00+00:00;1520.4
2025-01-31T07:00:00+00:00;1999.5
2025-01-31T08:00:00+00:00;12486.4
2025-01-31T09:00:00+00:00;15283.3
2025-01-31T10:00:00+00:00;16838.1
2025-01-31T11:00:00+00:00;16845.6
2025-01-31T12:00:00+00:00;2316.4
2025-01-31T13:00:00+00:00;2215.7
2025-01-31T14:00:00+00:00;8159.2
2025-01-31T15:00:00+00:00;1647.7
2025-02-01T06:00:00+00:00;1535.0
2025-02-01T07:00:00+00:00;2009.5
2025-02-01T08:00:00+00:00;12623.3
2025-02-01T09:00:00+00:00;15312.3
2025-02-01T10:00:00+00:00;16930.1
2025-02-01T11:00:00+00:00;17090.0
2025-02-01T12:00:00+00:00;2320.7
2025-02-01T13:00:00+00:00;2220.7
2025-02-01T14:00:00+00:00;8351.6
2025-02-01T15:00:00+00:00;1657.3
2025-02-10T06:00:00+00:00;1666.4
2025-02-10T07:00:00+00:00;2107.4
2025-02-10T08:00:00+00:00;13439.5
2025-02-10T09:00:00+00:00;16267.8
2025-02-10T10:00:00+00:00;17853.9
2025-02-10T11:00:00+00:00;18012.1
2025-02-10T12:00:00+00:00;2351.5
2025-02-10T13:00:00+00:00;2261.8
2025-02-10T14:00:00+00:00;10509.8
2025-02-10T15:00:00+00:00;1751.1
2025-02-19T06:00:00+00:00;1771.9
2025-02-19T07:00:00+00:00;2227.1
2025-02-19T08:00:00+00:00;14531.0
2025-02-19T09:00:00+00:00;17389.0
2025-02-19T10:00:00+00:00;18878.2
2025-02-19T11:00:00+00:00;19082.2
2025-02-19T12:00:00+00:00;8357.6
2025-02-19T13:00:00+00:00;15457.2
2025-02-19T14:00:00+00:00;11787.3
2025-02-19T15:00:00+00:00;1851.6
2025-02-19T16:00:00+00:00;982.6
2025-02-28T05:00:00+00:00;698.2
2025-02-28T06:00:00+00:00;1898.1
2025-02-28T07:00:00+00:00;2294.0
2025-02-28T08:00:00+00:00;15598.2
2025-02-28T09:00:00+00:00;18459.8
2025-02-28T10:00:00+00:00;20004.2
2025-02-28T11:00:00+00:00;20141.0
2025-02-28T12:00:00+00:00;18942.8
2025-02-28T13:00:00+00:00;16332.6
2025-02-28T14:00:00+00:00;12708.2
2025-02-28T15:00:00+00:00;1935.5
2025-02-28T16:00:00+00:00;1299.1
2025-03-01T05:00:00+00:00;763.0
2025-03-01T06:00:00+00:00;1915.3
2025-03-01T07:00:00+00:00;2298.9
2025-03-01T08:00:00+00:00;15799.2
2025-03-01T09:00:00+00:00;18642.4
2025-03-01T10:00:00+00:00;20164.8
2025-03-01T11:00:00+00:00;20376.8
2025-03-01T12:00:00+00:00;19127.7
2025-03-01T13:00:00+00:00;16371.3
2025-03-01T14:00:00+00:00;12791.4
2025-03-01T15:00:00+00:00;1950.0
2025-03-01T16:00:00+00:00;1321.7
2025-03-11T05:00:00+00:00;1329.5
2025-03-11T06:00:00+00:00;5902.2
2025-03-11T07:00:00+00:00;2348.4
2025-03-11T08:00:00+00:00;17093.6
2025-03-11T09:00:00+00:00;19805.9
2025-03-11T10:00:00+00:00;21334.9
2025-03-11T11:00:00+00:00;21370.3
2025-03-11T12:00:00+00:00;20079.3
2025-03-11T13:00:00+00:00;17572.1
2025-03-11T14:00:00+00:00;13907.6
2025-03-11T15:00:00+00:00;7387.5
2025-03-11T16:00:00+00:00;1507.6
2025-03-21T05:00:00+00:00;1611.5
2025-03-21T06:00:00+00:00;8400.1
2025-03-21T07:00:00+00:00;14535.1
2025-03-21T08:00:00+00:00;18554.9
2025-03-21T09:00:00+00:00;21264.8
2025-03-21T10:00:00+00:00;22721.4
2025-03-21T11:00:00+00:00;22653.8
2025-03-21T12:00:00+00:00;21126.2
2025-03-21T13:00:00+00:00;18459.9
2025-03-21T14:00:00+00:00;14854.4
2025-03-21T15:00:00+00:00;9219.5
2025-03-21T16:00:00+00:00;1657.7
